FullName,Word Embedding,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,Item,Footprint
tea ready to drink,"[-0.94454451  2.10122423  0.60455193 -0.50186568 -0.01966026 -0.23395479
  1.65033817 -0.3515871  -0.93838627 -2.30996303 -0.50509586  1.53876608
 -2.07464883 -0.74604307  0.35751944  0.23834926 -0.29661083 -1.42619975
 -0.75934333  1.66973554  2.80925304 -1.2608068   0.90551522  1.379366
 -0.51535092 -1.03676658  0.47147883  0.27228571 -0.96010298  0.05108717
  1.03248274 -0.68492487  0.0728972  -0.8010203  -1.00454623 -0.79803069
 -1.25122854 -2.34498584  0.58874403 -2.75215131 -0.46385878 -1.22364604
 -0.57550707  0.95319491  0.18878302 -1.69817895 -0.14825454  2.55708265
  0.4931912   0.91117384 -0.10877042 -1.16286689 -0.67672934 -2.07571556
  1.44724784  0.0566788  -0.76948167  0.31624217  0.73408002  0.866514
 -0.04010265  1.68126255 -0.20405945 -0.74876524  1.49021087  0.14209397
  0.97805075  0.15302788 -0.49569453 -2.40353425 -1.04803301  1.39802393
  3.76785952 -1.68152962 -0.79717549  0.5409833   1.70495875 -0.58315702
 -1.7493882  -1.68670344 -0.6754774   0.35140248  0.28594035  1.45614682
  0.89170903  0.18963934 -0.338948    0.36881039  1.03899327  0.03075471
 -1.0623446   0.86009172  1.19884878 -0.3193573   1.32234978  1.05617225
 -1.13958156  1.08150034 -0.19428787 -2.88968772]",27.75,0.055,0.0,6.9175,6.852499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0045,2.25,0.0065,0.0,0.75,0.14325,16.0,0.0,0.0224999999999999,shrimps frozen,17.73375
v8 splash juice drinks berry blend,"[ 0.9380951   0.23716275 -0.58385981  0.4338529   0.03137651 -0.07735863
 -0.35654315  0.37049545 -1.53317525  0.92115611 -1.03781448  0.52993832
 -1.04374116  0.07977508  1.1051601   0.95062094  1.45586778 -1.6113056
 -0.3267135   0.0768857   1.15156336 -0.31962    -0.14059617 -1.3554726
 -0.60565072 -0.92829809  0.23169338 -0.11419386  2.23207506  0.06214739
  0.75341103 -1.72937093  0.1076441  -0.19409604 -1.19062915 -0.32382383
 -1.37271097 -0.49406629 -0.26459287 -0.40632086  0.34742023 -0.61049133
  0.32862745  0.202145   -0.87658403 -0.81586693  0.20749381  0.74229989
  0.63762063 -0.07111553 -0.79223409 -0.80371272 -0.02855734  0.08860348
 -0.88135767 -0.70198471 -0.73096478  0.27648542 -0.6160768   0.21499481
 -0.02258064  0.1099234  -0.42364604 -0.74716807  0.83969476  0.32510341
  0.10906514 -0.4989162  -0.48710485 -0.29494546 -0.44974734  0.69815488
  0.5516758   0.60191425  0.70300889  0.7785211   0.62611087  0.72836512
 -0.6353614  -0.70289906  0.72835366  0.02888163  0.19733873  0.22266924
 -0.4203854   0.70594476 -0.5420489  -0.34149937  0.04038156  0.23704787
  1.44096044  0.20597506 -0.91273201 -0.15757692 -0.39063902 -1.05459142
  0.54592277 -0.7325367   0.20538799 -1.31929326]",29.0,0.0,0.0,7.41,7.41,0.0,0.0,0.0,0.0,24.7,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strawberry juice,2.68
v8 splash juice drinks diet berry blend,"[ 0.78398537  0.24752527 -0.3908943   0.32985959  0.06918591 -0.10685287
 -0.23953169  0.37489006 -1.3822354   0.69878166 -0.88036036  0.4138014
 -0.99748073  0.02632358  0.98936475  0.71351903  1.39664324 -1.42539595
 -0.29106277  0.10353716  1.21224806 -0.19433271 -0.08228277 -1.24635581
 -0.46630619 -0.96802815  0.11756155 -0.10177449  2.05079749  0.02443726
  0.6041193  -1.54201645  0.20384203 -0.15450315 -1.07745913 -0.28176044
 -1.07536446 -0.54031768 -0.27030646 -0.44651806  0.27406723 -0.49603187
  0.34523254  0.18406944 -0.66748171 -0.90403569  0.13764068  0.79915168
  0.56427691  0.09690377 -0.70204453 -0.96094713 -0.06145163  0.12309975
 -0.78030374 -0.74091942 -0.84698883  0.35060489 -0.68689231  0.24461505
 -0.04368067  0.00622863 -0.33011531 -0.60824485  0.75823346  0.32343146
  0.04827774 -0.27114305 -0.40969949 -0.29928562 -0.28381887  0.5634396
  0.61215316  0.45721209  0.723027    0.60058225  0.67349052  0.61090884
 -0.58460421 -0.74804471  0.69562461 -0.10078531  0.13192701  0.20333929
 -0.35197499  0.5724269  -0.36737047 -0.38594478  0.13823037  0.27342547
  1.3780376   0.25964349 -0.71873182 -0.29315902 -0.24286847 -0.84484071
  0.41002522 -0.52012497  0.20267074 -1.12399878]",4.0,0.0,0.0,1.23,0.41,0.0,0.0,0.0,0.0,24.7,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strawberry juice,2.68
v8 splash juice drinks diet fruit medley,"[ 0.47851266 -0.02369534  0.13449705 -0.2164838  -0.19277922 -0.42776101
  0.25218049  0.3105839  -1.06672803  0.20016012 -1.05431718  0.17738321
 -0.6251942   0.07380298  1.0140375   0.2342698   1.35499124 -1.26650595
 -0.01644267 -0.54156734  1.37039498  0.02009132 -0.47578528 -0.76264888
 -0.09233742 -1.35849446 -0.10111582 -0.03746069  1.47598663 -0.17659479
  0.3808095  -1.2419576   0.30658027 -0.45248364 -0.58071068  0.25464448
 -0.6468334  -0.38840002  0.11547171 -0.63004942  0.06372059 -0.50570697
 -0.30401481  0.51483233 -0.67191773 -0.48409291 -0.22697608  0.96380368
  0.75325901  0.78423132 -1.04697296 -1.01728627 -0.36682303 -0.08284419
 -0.24999833 -0.70902444 -0.51954315  0.18529793 -0.78900261  0.1317245
  0.30254544 -0.13868732 -0.39688587 -0.01064806  0.90689764  0.34976067
  0.03148653 -0.02384023 -0.51725683 -0.13312678 -0.1953411   0.8737448
  0.76317837 -0.06830476  0.19053293  0.38028661  1.14146693  0.47199013
 -0.50219287 -0.56684057  0.69214803  0.04266482 -0.01216787  0.31474101
 -0.55862216  0.25000086 -0.07777332  0.13720447 -0.01699098  0.09929794
  1.04640506 -0.25681508 -0.32100199 -0.54118497 -0.34445383 -0.26921911
  0.64454257 -0.14136339  0.46545308 -0.96947516]",4.0,0.0,0.0,1.26,0.84,0.0,0.0,0.0,0.0,25.2,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strawberry juice,2.68
v8 splash juice drinks diet strawberry kiwi,"[ 1.40208538e-01  3.17467562e-01 -1.01325173e-01 -4.48644532e-01
  1.38974616e-05 -2.68194154e-01  3.91289549e-02  8.65605835e-01
 -1.14863004e+00  2.48431593e-01 -7.84337644e-01 -7.25271617e-02
 -7.50546289e-01 -4.41428929e-01  7.48652399e-01  3.99240561e-01
  1.36241849e+00 -1.51256153e+00 -3.63482109e-03 -5.90805439e-01
  1.32006287e+00 -4.77310082e-01 -7.71001775e-01 -9.94381813e-01
  6.26675252e-03 -1.50325408e+00  2.33512557e-01 -1.74577317e-01
  1.72457282e+00  4.43090488e-02  5.29048425e-01 -1.36586599e+00
  3.82740882e-01 -2.44673590e-01 -7.81397616e-01  2.47064092e-01
 -7.65749597e-01 -3.04898615e-01  4.50642620e-01 -5.69244138e-01
  5.35126339e-02 -8.86150341e-01 -3.25596543e-01  3.87745554e-01
 -5.22319007e-01 -3.93601298e-01 -1.42536504e-01  9.92542173e-01
  6.89288569e-01  9.05255088e-01 -9.80556605e-01 -1.27358688e+00
 -2.65823918e-01  1.15103591e-01 -4.91976239e-01 -7.51372844e-01
 -8.57243197e-02  1.34962882e-02 -1.04234888e+00  2.66324416e-01
  5.08712334e-01 -2.86931249e-01 -3.12559724e-01 -3.63576806e-01
  7.39171256e-01  2.26006185e-01  3.40971295e-01 -4.12175442e-02
 -4.28357038e-01 -1.91732367e-01  1.73955244e-01  9.25968533e-01
  5.93915765e-01  3.69408816e-01  3.88078797e-01  5.89501107e-01
  1.10633960e+00  7.32475836e-01 -5.11847465e-01 -9.54150813e-01
  8.78085573e-01 -2.96497856e-01  1.67211712e-01  2.18255370e-01
 -6.90497122e-01  2.96086720e-01 -4.75066255e-01 -3.01313323e-01
  5.01139471e-01  1.01343736e-01  9.65554476e-01 -9.75456067e-02
 -1.69981258e-01 -4.70584814e-01 -4.29546454e-01 -4.92767377e-01
  5.89035181e-01 -2.20874253e-01  4.17835725e-01 -9.07873193e-01]",4.0,0.0,0.0,1.26,0.84,0.0,0.0,0.0,0.0,25.2,1.13,0.0,0.0,0.0,0.0,8.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,strawberry juice,2.68
v8 splash juice drinks diet tropical blend,"[ 9.91178551e-01  2.90822099e-02 -4.59504332e-01  5.24632483e-01
  7.36094479e-03 -1.07843429e-03 -2.90362511e-01  5.07446770e-01
 -1.58278618e+00  5.91395114e-01 -8.41115642e-01  5.27882431e-01
 -8.50980226e-01  1.05266787e-01  1.02682335e+00  6.33319633e-01
  1.34124947e+00 -1.24638780e+00 -3.38411828e-01  4.54353530e-01
  1.20208642e+00  9.90552402e-02 -3.16255838e-02 -1.23693437e+00
 -4.96450865e-01 -8.68105790e-01  6.45189605e-02 -1.28506213e-01
  1.92723832e+00  2.62197025e-01  4.86276496e-01 -1.37380291e+00
  3.17952630e-01  8.85478194e-03 -1.17734675e+00 -3.38991319e-01
 -9.92940893e-01 -7.45752641e-01 -1.74843920e-01 -3.67715784e-01
  1.69083497e-01 -4.45603011e-01  2.16810523e-01  9.73117564e-02
 -5.59251398e-01 -1.12019650e+00  1.29144715e-01  7.63731302e-01
  5.03649276e-01  1.59419179e-01 -7.59075054e-01 -8.83679313e-01
  8.13907683e-02  2.57211829e-01 -8.00306463e-01 -6.64612225e-01
 -9.91679387e-01  3.72464863e-01 -4.56482637e-01  1.83410083e-01
 -2.70316341e-01 -5.40942663e-02 -2.71996498e-01 -5.82705989e-01
  7.84343449e-01  5.02848727e-01 -4.69213558e-02  7.74667391e-02
 -4.57024371e-01 -1.58172023e-01 -8.08556293e-02  5.31906827e-01
  5.29744964e-01  3.50309401e-01  7.62435929e-01  5.27313084e-01
  5.70509953e-01  4.63948882e-01 -4.39223790e-01 -5.52765625e-01
  7.31911719e-01  1.67950996e-02  1.40356251e-01  1.18220820e-01
 -3.46289030e-01  6.00852617e-01 -2.42145561e-01 -3.78263259e-01
 -1.11648297e-01  2.70730211e-01  1.33343038e+00  3.93255719e-01
 -6.20874536e-01 -1.60331765e-01 -5.24128133e-02 -9.42938169e-01
  3.10499734e-01 -6.78568826e-01  1.01720333e-01 -1.10033864e+00]",4.0,0.0,0.0,1.26,0.42,0.0,0.0,0.0,0.0,25.2,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kiwi juice,2.84
v8 splash juice drinks fruit medley,"[ 0.58171027 -0.0792613   0.02909677 -0.20354773 -0.27424948 -0.45175147
  0.21712107  0.2954716  -1.16508333  0.33943099 -1.24076411  0.2541171
 -0.60940688  0.13516771  1.13394498  0.39149683  1.40727378 -1.42593393
 -0.00632339 -0.67573621  1.3360681  -0.06945863 -0.59968243 -0.79114785
 -0.16935383 -1.38384212 -0.02343022 -0.0391611   1.56146238 -0.17239
  0.49288294 -1.37930228  0.22750539 -0.54173995 -0.6110893   0.30198191
 -0.87275806 -0.31682902  0.18548166 -0.62044078  0.10201582 -0.62177895
 -0.42882779  0.58803504 -0.88175939 -0.32593369 -0.21789241  0.9343939
  0.85809974  0.73076661 -1.19465058 -0.86944171 -0.38482398 -0.15166446
 -0.26266802 -0.6647739  -0.34894482  0.08362729 -0.73520548  0.08328916
  0.38134983 -0.05914522 -0.50154503 -0.04997181  1.0131363   0.35582083
  0.0894754  -0.21039624 -0.61258841 -0.10109347 -0.34652328  1.06017761
  0.72787189 -0.01118875  0.08176581  0.52150952  1.17208335  0.56629329
 -0.53921484 -0.49149422  0.72429765  0.19624011  0.02922803  0.35263792
 -0.66147376  0.32978104 -0.20418556  0.26884142 -0.14071001  0.03389908
  1.05405581 -0.39655994 -0.44871388 -0.44694053 -0.50915527 -0.38303289
  0.81952635 -0.29064819  0.51196738 -1.1390157 ]",33.0,0.0,0.0,7.82,7.82,0.0,0.0,0.0,0.0,24.7,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strawberry juice,2.68
v8 splash juice drinks orange pineapple,"[ 0.37329341 -0.2080479  -0.11379024 -1.40362902  0.48792709 -0.96567281
 -0.20142059  0.65356044 -0.86373908  0.73786988 -0.89753476  0.36337475
 -0.50260049 -0.29309094  0.53057837  1.12430422  2.17359798 -1.4397036
 -0.26510415 -1.04785959  1.7133567  -0.01703128 -1.4070129  -1.24962655
 -0.11425549 -1.62206536 -0.19548646  0.51988446  2.27533808  0.58887569
 -0.01637677 -1.5585177   0.07331446 -0.10769746 -0.60327555  0.48627765
 -1.43234687 -1.37537846  0.02617676 -0.17382271  0.61731842 -0.8695419
 -0.51910391  2.14491476 -0.44190841  0.06010155 -0.92401516  0.56412645
  0.29016992  0.39655381 -0.88386596 -1.43266393 -0.24364458  0.77860441
 -0.8037079  -1.01093763  0.11430554  0.77074913 -0.74435124  0.57129874
  0.08605571 -1.01300132 -0.0516564  -0.52345034  1.00379071  0.57006352
  1.13799461 -0.27546462 -0.91283775  0.02677128  0.0935132   0.32696146
  0.40719982 -0.58630214  0.3863542   1.31697544  1.20094434  0.64356394
 -0.74193248 -0.63005181  0.84230255 -0.88815611  0.64579407  0.89695673
 -1.00762281  0.55954124 -0.85970969 -0.08879976  0.09741878  0.62584105
  1.89836977 -1.1885644  -0.05778474 -0.8241875  -0.7103408  -0.04182506
  0.89305171 -0.68526278  0.33973895 -1.59211487]",29.0,0.0,0.0,7.41,7.41,0.0,0.0,0.0,0.0,24.7,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orange juice,0.6237565317
v8 splash juice drinks strawberry banana,"[ 0.21740879  0.49762111 -0.33144304 -0.89553705  0.16154735 -0.10739537
  0.02341133  0.9783881  -0.81945429  0.40715784 -0.9771029  -0.15654115
 -0.85576043 -0.72238415  0.98917219  0.70001142  1.6576943  -1.56793954
 -0.2002786  -0.76797923  1.28856271 -0.78474086 -0.84878495 -1.27879092
 -0.03834309 -1.6544091   0.50492065 -0.14934744  2.03297201 -0.52941181
  0.58361653 -1.42939134  0.14739221 -0.33411361 -0.73617272  0.5138133
 -0.99852056 -0.32793094  0.36256326 -0.8840831   0.11930339 -0.78611553
 -0.5295553   0.81155055 -0.88803519 -0.21092957 -0.21245165  0.76871336
  0.69989292  0.99322694 -1.02891321 -1.42780225 -0.26428078 -0.07444021
 -0.71468725 -0.95035125  0.30989619 -0.0455927  -1.28165388  0.46948478
  0.672817   -0.30749591 -0.64676739 -0.86971252  0.33821493  0.05324715
  0.40334316 -0.49740015 -0.62755494 -0.38321608 -0.17893163  1.02409664
  0.62120914  0.3713824   0.54892596  1.13544415  1.31272529  0.68672947
 -0.41886669 -1.06371073  1.01574117 -0.12821562  0.07627797  0.23672453
 -0.47685228  0.30614619 -0.89311555 -0.20793387  0.97849305  0.16126932
  1.09285985 -0.36063506 -0.59101735 -0.47141    -0.88491857 -0.1476689
  0.68024882 -0.81931115  0.60978789 -0.6654929 ]",29.0,0.0,0.0,7.41,7.41,0.0,0.0,0.0,0.0,24.7,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strawberry juice,2.68
v8 splash juice drinks strawberry kiwi,"[ 0.18702212  0.31876208 -0.24602916 -0.47440191 -0.04932418 -0.26559013
 -0.03143906  0.94299719 -1.26063567  0.39574771 -0.92578798 -0.037445
 -0.75565098 -0.46593618  0.82432902  0.58396273  1.4159389  -1.71299877
  0.0086191  -0.73318066  1.2773473  -0.64976027 -0.94410167 -1.06150294
 -0.05431563 -1.55272834  0.36696956 -0.19913049  1.85147961  0.08533114
  0.66582835 -1.52386207  0.31635943 -0.29929489 -0.84522405  0.29313812
 -1.01149362 -0.21941071  0.57651439 -0.54950129  0.09010654 -1.06562955
 -0.45400648  0.43976714 -0.70722754 -0.22036014 -0.11937957  0.96792214
  0.78346756  0.87196101 -1.11716484 -1.16845909 -0.26699167  0.07927462
 -0.54497558 -0.71418038  0.15717715 -0.11680796 -1.03077612  0.2403224
  0.62187787 -0.23209646 -0.40316453 -0.46172202  0.81745551  0.21144059
  0.45054096 -0.23066977 -0.50887199 -0.16946666  0.08432245  1.12110529
  0.53039884  0.49947709  0.31223599  0.7655931   1.13110147  0.87019328
 -0.55047853 -0.94335618  0.94122479 -0.19944968  0.23850421  0.24007133
 -0.81532788  0.38354788 -0.66769399 -0.24276267  0.46377552  0.03628584
  0.95973013 -0.21074555 -0.27252303 -0.36457367 -0.60842999 -0.6438392
  0.75476773 -0.38341086  0.4564138  -1.06714674]",29.0,0.0,0.0,7.41,7.41,0.0,0.0,0.0,0.0,24.7,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strawberry juice,2.68
v8 splash juice drinks tropical blend,"[ 1.17982047e+00 -1.76874933e-02 -6.63904846e-01  6.61087940e-01
 -4.07526232e-02  4.60448725e-02 -4.15845767e-01  5.25144945e-01
 -1.76715117e+00  7.95871814e-01 -9.92028977e-01  6.63032860e-01
 -8.72823908e-01  1.71875485e-01  1.14886180e+00  8.57054978e-01
  1.39124172e+00 -1.40246276e+00 -3.81954074e-01  4.86171467e-01
  1.13970810e+00  2.26659390e-02 -8.14961170e-02 -1.34448092e+00
 -6.40819512e-01 -8.11722005e-01  1.69810362e-01 -1.45380870e-01
  2.08792270e+00  3.39533777e-01  6.15927768e-01 -1.53312180e+00
  2.40773138e-01 -3.51178770e-03 -1.30716471e+00 -3.90593189e-01
 -1.27655013e+00 -7.33740409e-01 -1.53219904e-01 -3.14384878e-01
  2.24939212e-01 -5.51657664e-01  1.78801769e-01  1.00927707e-01
 -7.50315333e-01 -1.06805455e+00  1.97581852e-01  7.00976125e-01
  5.66888383e-01  1.81911389e-03 -8.58769695e-01 -7.13566929e-01
  1.38092125e-01  2.45067565e-01 -9.04694180e-01 -6.12959653e-01
 -8.99770429e-01  3.01988713e-01 -3.47265508e-01  1.43589010e-01
 -2.86988919e-01  3.95466851e-02 -3.55840767e-01 -7.17372733e-01
  8.70156404e-01  5.34423560e-01 -2.00046645e-03 -9.22047744e-02
 -5.42317213e-01 -1.30312923e-01 -2.12956900e-01  6.61366638e-01
  4.55532906e-01  4.77194438e-01  7.48985975e-01  6.93040406e-01
  5.05966882e-01  5.56911835e-01 -4.65750906e-01 -4.75073457e-01
  7.70688623e-01  1.66058770e-01  2.07172841e-01  1.23364359e-01
 -4.13751776e-01  7.39108093e-01 -3.95953175e-01 -3.32537599e-01
 -2.51143547e-01  2.33903394e-01  1.38891868e+00  3.61855994e-01
 -7.98565183e-01 -2.61178178e-03 -1.68440746e-01 -1.16903846e+00
  4.29809712e-01 -9.17387867e-01  8.76125122e-02 -1.29168977e+00]",29.0,0.0,0.0,7.41,7.41,0.0,0.0,0.0,0.0,24.7,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kiwi juice,2.84
v8 splash smoothies strawberry banana,"[-0.63242503  0.59972201  0.13067201 -1.21638188  0.9419014   0.11639637
  0.26610574  0.81884065 -0.0452356   0.26081215 -0.72169613 -0.25015513
 -0.36937899 -0.99677638  0.01020309  0.1412435   1.69414482 -0.75160561
 -0.1771087  -0.79358614  0.901164   -1.13859382 -0.77583569 -0.92668009
  0.19610229 -1.56808952  0.79993705 -0.18448811  1.62578474 -0.68006998
  0.29329686 -0.95469832 -0.25225564 -0.34581217 -0.44738774  0.73924599
 -0.7552864   0.11636457 -0.02116921 -0.93303165  0.36361855  0.19212722
 -0.42457093  1.16469615  0.1039224   0.35846216 -0.80047283  0.06321751
  0.1446567   0.3195384  -0.46177454 -1.38285651 -1.08166132 -0.28603497
 -1.00570367 -0.83877846  0.96032229  0.13855021 -1.34180385  0.69469011
  0.56469533 -0.0870153  -0.43316455 -0.79506477 -0.08946755 -0.55539114
  0.50668606 -0.21512733 -0.36835808 -0.37086932 -0.07769401  0.39921869
  0.52833585  0.22331705  0.72746442  0.89094528  0.81719847  0.49378373
 -0.37333037 -0.98193275  0.40990162 -0.44077633  0.16247421  0.23170659
 -0.19951017 -0.29767029 -0.81384706 -0.44666218  1.33114063  0.14477225
  0.94085389 -0.86124507 -0.30580214 -0.59991406 -0.61573976  1.46846648
  0.30248316 -0.81456299  0.80477098  0.44388522]",37.0,1.22,0.0,8.16,7.35,0.0,0.0,0.082,0.24,24.5,0.0,0.0,0.816,0.0,0.0,41.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,strawberry,2.943543814
v8 splash smoothies tropical colada,"[-0.23918645 -0.00423894  0.27461578 -0.09453676  0.43981135 -0.01393854
  0.39927248  0.53719411 -0.91709345  0.35662262 -0.72396484  0.32312556
 -0.08205674  0.23788923  0.02830575 -0.15262437  0.91401306 -0.0918607
  0.09974609 -0.15630312  0.36698784 -0.04856983 -0.32521016 -0.44783098
  0.27478879 -0.84281489  0.12881554 -0.13727039  0.97286999  0.29499507
  0.14681641 -0.53331603  0.03856175 -0.20190695 -0.3708229   0.2998996
 -0.63899855  0.15408815  0.04048029 -0.27453672  0.16064409  0.0059874
 -0.31265984  0.44871223  0.25127867 -0.42558969 -0.58933152  0.2853977
  0.05163031 -0.20751598 -0.2782054  -0.57516496 -0.65316115  0.02055463
 -0.47136818 -0.334669   -0.02928109  0.18505159 -0.24349524  0.21898583
  0.12717594  0.12142886 -0.17180434  0.01689085  0.51306001  0.04710345
  0.15650185  0.46883798 -0.59571723 -0.20354546  0.24680958  0.280544
  0.38987074  0.03967864  0.37708452  0.09539449  0.44367482  0.18836371
 -0.19752311 -0.20630646  0.09879351 -0.18397993  0.14428333  0.02521233
 -0.26978122  0.18322217  0.10508882 -0.31694101 -0.12726058 -0.04997944
  0.61603202 -0.44226904  0.03518942 -0.32450657  0.21158168  0.40327328
  0.21994612 -0.21136175  0.35084525 -0.19799447]",41.0,1.22,0.0,8.54,7.32,0.4,0.0,0.0,0.24,24.4,0.0,0.0,0.813,0.0,0.0,41.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,lime,0.22
vegetable and fruit juice drink reduced calorie,"[ 0.62431535 -0.0845951  -0.36931509 -0.17231106  0.82401372 -0.32593278
 -0.41839045  0.17203297 -1.04008897  0.1448735  -1.24469706  0.09984308
 -0.82996117 -0.98741539  2.19565081 -0.22390716  1.18214874 -1.17338767
  0.18595084 -1.20150034  0.55111564  0.82336941 -0.65417047 -0.81630822
 -0.99473155 -0.94475208  0.55793347  0.28344938  1.07275508 -1.98907614
 -0.02245737 -1.80542038 -0.40268425 -0.62697375 -0.51742464  0.30347998
 -0.78639318 -0.22250973 -0.34926759 -0.42137044  0.37921527 -0.90901025
 -0.50069958  0.69175117 -1.39934531  0.36785064  0.17969781  1.42707138
  1.25760511  0.56338592 -0.50832819 -1.3502903   0.63643352 -0.64852547
  0.08977531 -1.17082784 -0.4038715   0.33811463 -0.36682329  0.70156961
  0.56778189  0.58848318  0.18225612 -0.58163479  0.81306816  0.96202431
  0.29620313 -0.88696068  0.26542695 -1.75953552 -0.03677273  1.00583674
  1.25034959 -0.34790763  0.59657919  1.06785917  1.04359421  0.46794622
 -1.18219508 -0.78806864  0.59626749  0.88420009  1.30277663  1.02067915
 -0.0117903   0.30622821 -1.3840099   0.04881471  0.61540997 -1.46191413
  1.08611049  0.01097098 -0.42354116 -0.48282146 -0.51626708 -0.5459824
 -0.21023013 -0.17643405  0.39289652 -2.52701681]",4.0,0.0,0.0,1.1,0.63,0.0,105.0,0.004,0.0,25.1,1.13,0.0,0.013,0.001,0.001,8.0,0.012,0.3,1.0,0.005,1.0,0.0,0.01,strawberry juice,2.68
water bottled,"[ 0.82770199  0.64658734 -2.0393053   0.84782673  0.07097217 -0.74243121
 -1.3188783   1.64136162  0.08876544 -0.59911529  0.17765746  4.42086171
 -1.11123797 -0.67350727  3.3870416   0.56512834  0.43840925 -1.84439459
  0.11441812  0.06643373  0.65204337  0.95061885  0.21653715  0.12577102
 -0.05264965  0.33207029 -0.71295447  0.53894337  1.46828431  0.45824504
 -0.65168926 -1.42926051  3.03909787 -1.13389647  1.2159058   1.09538553
 -1.16883752 -1.10735487 -0.39692028  0.29372738  1.17066848 -1.60594776
  0.67445002  1.46523678  0.05016053  0.00934924  1.88655329  1.13086945
 -0.05041131 -0.57994149 -0.14339509  0.77215604  1.3301869  -1.04293812
  1.07308219 -2.04574654 -0.8137202  -0.32277329 -0.68137458  1.01911364
  1.53860939  0.15141097 -1.31075476  2.20683366  1.3000338  -0.7687255
  1.23320693  1.13698394 -3.2393365  -1.04935412 -0.26182595  0.54960784
  0.98111527 -0.85852794  0.00508364 -0.91548597 -1.09391907  1.54950448
  0.4971635   0.67345177  1.10129272  0.0550485   1.72547638  1.72354355
  0.63728514  0.22731886 -0.09380011 -0.88434346 -0.23499341  0.72162004
  0.98877751 -0.89405115  0.88030759  0.14278644  0.57368433  0.1791677
  1.81688892  0.02489921  2.36392483 -1.61312363]",0.0,0.0,0.0,0.0027272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.181818181818182,0.0006363636363636,0.0018181818181818,0.8181818181818182,0.0,0.0,0.0,0.0,mineral water,0.491
