,FullName,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,Item,Footprint,Cluster_ID
270,cake cherry fudge with chocolate frosting,0.292682927,0.028037383,0.125,0.38,0.33006012,0.022556391,0.002566667,0.0075,0.002957746,0.005666667,0.00502008,0.00832,0.00875,0.027941176,0.002678571,0.008194855,0.007577772,0.008899676,0.026722925,0.000536,0.016598166,0.016338299,0.014933333,chocolate,6.6,66
271,cake chocolate,0.425351072,0.052102804,0.1443,0.621333333,0.265497662,0.038220551,2.22E-05,0.003,0.003098592,5.56E-05,0.011111111,0.03136,0.018029167,0.021568628,0.010446429,0.012690644,0.030798547,0.020415318,0.048757618,0.002192,0.027874381,0.036841262,0.036444444,chocolate,6.6,18
272,cake fruitcake,0.359201774,0.033878505,0.091,0.616,0.274749499,0.069548872,0.000233333,0.00575,0.000140845,0.000208333,0.006024096,0.02048,0.0098875,0.014558824,0.004464286,0.005633963,0.006647168,0.016747573,0.022503516,0.00176,0.008220044,0.009610764,0.0144,simple cookies,1.496333333,18
273,cake gingerbread,0.439578714,0.048481308,0.151,0.619,0.233567134,0.015977444,0.000233333,0.0144375,0.000422535,6.25E-05,0.000669344,0.04096,0.0268,0.029558824,0.023660714,0.014084908,0.029314012,0.03066343,0.063994374,0.004956,0.022130888,0.044209515,0.02,simple cookies,1.496333333,18
274,cake marble,0.461197339,0.039719626,0.117,0.795,0.357815631,0.054511278,3.33E-05,0.003125,0,0,0.005689424,0.0352,0.019325,0.019117647,0.016160714,0.012975188,0.017947354,0.013106796,0.025316456,0.001112,0.043471388,0.012493993,0.018666667,simple cookies,1.496333333,92
275,cake mix angelfood,0.405764967,0.074766355,0.0027,0.8613,0.614529058,0.009398496,0,0.001125,0.000704225,0,0,0.0384,0.0033375,0.039264706,0,0.026121102,0.012496676,0.002184466,0.015471167,0.001136,0.05327221,0.060547814,0.008533333,cocoa cakes and croissant,1.970555556,9
276,cake mix pudding,0.388026608,0.048714953,0.0324,0.8125,0.422144289,0.039473684,3.33E-05,0.004375,0,0,0.000535475,0.0512,0.0289375,0.033970588,0.020625,0.032267243,0.020739165,0.024352751,0.030942335,0.00084,0.046474866,0.014896684,0.0224,milk chocolate,3.6,92
277,cake pineapple upside down,0.353658537,0.04088785,0.121,0.505,0,0.015037594,0.002066667,0.00425,0.001126761,0.0005,0,0.02496,0.014875,0.022941176,0.013660714,0.020487139,0.011566073,0.01197411,0.018284107,0.0028,0.012962377,0.045170591,0.016533333,strawberry,2.943543814,65
278,cake pound,0.406208426,0.064065421,0.14532,0.53716,0.193326653,0.017669173,0.001126667,0.0031,0.001802817,1.67E-05,0.000883534,0.023808,0.01153,0.031911765,0.009732143,0.009219212,0.00701941,0.011763754,0.016033755,0.0009856,0.021277268,0.032772705,0.022506667,simple cookies,1.496333333,102
279,cake shortcake,0.383592018,0.071261682,0.142,0.485,0,0,0.0006,0.00375,0.000985915,8.33E-05,0,0.05312,0.0321625,0.04,0.027767857,0.034998862,0.010103696,0.020550162,0.022503516,0.00264,0.022605122,0.081691494,0.0256,simple cookies,1.496333333,75
280,cake snack cakes,0.439855876,0.042406542,0.129025,0.6655,0.346167335,0.159774436,0.0001,0.01625,0.002359155,0.000208333,0.006676707,0.04544,0.027790625,0.033492647,0.017745536,0.021852948,0.032006115,0.02085356,0.077355837,0.00158,0.028453999,0.075204229,0.058266667,simple cookies,1.496333333,73
281,cake sponge,0.325388027,0.074182243,0.035,0.5935,0.183667335,0.004699248,0.002016667,0.0069375,0.004295775,0,0.000803213,0.03968,0.0196,0.041911765,0.017946429,0.009560665,0.007843659,0.017394822,0.014064698,0.001508,0.018732216,0.066314272,0.029333333,simple cookies,1.496333333,102
282,cake white,0.433702882,0.048130841,0.1002,0.7238,0.284228457,0.012030075,0.00018,0.0026,0.000619718,2.50E-05,0.00042838,0.046848,0.020965,0.025,0.017196429,0.013658092,0.007843659,0.010598706,0.014627286,0.002128,0.032026557,0.027775108,0.015466667,cocoa cakes and croissant,1.970555556,18
283,cake yellow,0.437757365,0.047146195,0.115228571,0.698114286,0.241210993,0.018259936,0.000395238,0.004910714,0.001348089,2.38E-05,0.007056799,0.049097143,0.017030357,0.022584034,0.014260204,0.02087737,0.009761841,0.011766066,0.015471167,0.001596571,0.03601915,0.023065834,0.017219048,dark chocolate,2.673333333,18
284,canada goose breast meat,0.147450111,0.283995327,0.0402,0,0,0,0.000366667,0.134625,0.057746479,0,0.003815261,0,0.082,0.223970588,0.025357143,0.000682905,0.058893911,0.047815534,0.040787623,0.0004,0.04046791,0,0.0896,turkey boneless,5.106728977,62
285,canadian bacon cooked,0.161862528,0.326752336,0.0288,0.0192,0.012024048,0,0,0.035875,0.005915493,0,0.002476573,0.00256,0.1199625,0.027058824,0.057232143,0.001195083,0.008242489,0.00461165,0.036568214,0.000128,0.050110654,0.242671792,0.091733333,bacon,4.025,54
286,canadian bacon unprepared,0.123059867,0.236448598,0.0276,0.0129,0.009018036,0,0,0.030375,0.005070423,0,0.001405622,0.00256,0.090425,0.020588235,0.045803571,0.001024357,0.007178942,0.003478964,0.028129395,0.000128,0.03762251,0.179721288,0.064533333,bacon,4.025,54
287,candies almond joy candy bar,0.531042129,0.048247664,0.2693,0.5951,0.484368737,0.093984962,0,0,0,0.000291667,0,0,0,0,0,0.010926474,0,0.010275081,0,0,0.017704711,0,0,dark chocolate,2.673333333,71
288,candies butterscotch,0.433481153,0.000350467,0.033,0.904,0.806212425,0,0.000933333,0,0,0,0.00060241,0,2.50E-05,0.002352941,0.001071429,0.000682905,0.000132943,8.09E-05,0,8.00E-06,0.000158078,0.002883229,0.0048,chocolate,6.6,52
289,candies caramels,0.426274945,0.036156542,0.05705,0.82365,0.610320641,0.00093985,0.0002,0.004125,0.002112676,8.33E-05,0.003714859,0.0048,0.0022375,0.023970588,0.007098214,0.014853176,0.009837809,0.003802589,0.02742616,0.000232,0.01351565,0.009610764,0.0224,dark chocolate,2.673333333,9
290,candies carob,0.598669623,0.09521028,0.3136,0.5629,0.341783567,0.071428571,3.33E-05,0.01625,0.003943662,0.000208333,0.010508701,0.01344,0.013,0.026176471,0.008928571,0.051730025,0.024328636,0.010436893,0.050632911,0.00112,0.0199178,0.024987987,0.188266667,dark chocolate,2.673333333,106
291,candies chocolate covered,0.521064302,0.110981308,0.21,0.6067,0.414328657,0.080827068,0.0014,0.02,0,0.000583333,0.007362784,0.05888,0.0595,0.023529412,0.003571429,0.01331664,0.077107152,0.013754045,0.113924051,0,0.026240911,0.01345507,0.099733333,chocolate,6.6,106
292,candies crispy bar with peanut butter filling,0.600886918,0.111331776,0.3134,0.5553,0.404108216,0.062030075,0.0005,0.01,0.002112676,0.00025,0.01854083,0.04352,0.0455,0.014705882,0.011607143,0.011950831,0.026588673,0.010517799,0.068917018,0,0.022763199,0.003363767,0.0528,peanut butter,1.15,106
293,candies dark chocolate coated coffee beans,0.598669623,0.087616822,0.3,0.5995,0.425851703,0.140977444,0,0.00475,0,0,0.001539491,0.00192,0.007225,0.039117647,0.001607143,0.017072616,0.074847115,0.02184466,0.150492264,0.004464,0.0213405,0.01345507,0.0704,dark chocolate,2.673333333,106
294,candies fondant,0.413525499,0,0.0002,0.9318,0.890781563,0,0,0,0,0,0,0,0,0.002352941,0.000446429,0.000512178,0.00039883,8.09E-05,0,0,0,0.002883229,0.002133333,dark chocolate,2.673333333,52
295,candies fruit snacks,0.390243902,0.000934579,0,0.8797,0.683166333,0,0,0.000125,0,0.056833333,0,0.00064,0.0001,0.001176471,0.002232143,0,0.00199415,0,0.00140647,0.000112,0.000474233,0.00528592,0.010133333,exotic fruit,2.43,52
296,candies fudge,0.475768134,0.033544726,0.1338,0.739871429,0.607901517,0.025778733,0.001528571,0.005767857,0.001026157,4.76E-05,0.00260088,0.005302857,0.004539286,0.012184874,0.003112245,0.00797535,0.031716489,0.007466482,0.044203335,0.003018286,0.011539678,0.010915082,0.038628571,dark chocolate,2.673333333,71
297,candies gum drops,0.179600887,0,0.002,0.88,0.701402806,0.338345865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002402691,0,hazelnut,1.0674,52
298,candies gumdrops,0.43902439,0,0,0.989,0.590881764,0.001879699,0,0.000625,0,0,0,0,0.000125,0.001911765,0.000535714,0.000512178,0.00159532,0.003236246,0.00140647,8.00E-05,0.000158078,0.003844306,0,dark chocolate,2.673333333,52
299,candies hard,0.436807095,0,0.001,0.983,0.315130261,0,0,0.0001875,0,0,0,0,4.38E-05,0.000220588,0.000178571,0.000256089,0.001927679,0.001213592,0.002109705,4.00E-05,0.000237117,0.002883229,0.000266667,cheese semi hard,8.647,92
300,candies heath bites,0.587583149,0.046028037,0.3038,0.6339,0.601402806,0.037593985,0,0,0,0.000333333,0,0,0.001125,0.016176471,0.001785714,0.014682449,0.003988301,0.00631068,0.008438819,0,0.011223522,0,0.005866667,dark chocolate,2.673333333,71
301,candies hershey,0.577050998,0.092114486,0.2959,0.5951,0.47239479,0.04887218,0.000233333,0.005,0.001056338,0.000395833,0.009270415,0.0128,0.023875,0.019852941,0.008035714,0.01775552,0.013959053,0.008656958,0.035864979,0,0.020233955,0.001681884,0.028266667,dark chocolate,2.673333333,106
302,candies kit kat wafer bar,0.574279379,0.076051402,0.2599,0.6459,0.487775551,0.018796992,0.0008,0.0025,0.007887324,0,0.00227577,0.01152,0.00625,0.030882353,0.010446429,0.021340769,0.029247541,0.008090615,0.052039381,0.0008,0.0213405,0.02402691,0.0048,hazelnut,1.0674,71
303,candies marshmallows,0.352549889,0.021028037,0.002,0.813,0.576753507,0.001879699,0,0.000375,0,0,0,0.00064,0.000975,0.000147059,8.93E-05,0.000512178,0.012895507,0.001860841,0.00281294,6.40E-05,0.001264622,0.008169149,0.002133333,dark chocolate,2.673333333,9
304,candies milk chocolate,0.580931264,0.094587227,0.311433333,0.5749,0.489178357,0.080827068,0.001955556,0.005666667,0.010422535,0.000111111,0.009259259,0.0096,0.0075,0.051764706,0.009017857,0.034145231,0.062084552,0.017880259,0.100797,0.004192,0.03577827,0.020983502,0.105422222,milk chocolate,3.6,106
305,candies milk chocolate coated coffee beans,0.60864745,0.086565421,0.3318,0.5525,0.508517034,0.107142857,0.0017,0.003875,0.00915493,0,0.002945114,0.0064,0.00415,0.046323529,0.00875,0.02885272,0.065408136,0.018527508,0.090014065,0.00428,0.029718622,0.020663143,0.107733333,milk chocolate,3.6,106
306,candies milk chocolate coated peanuts,0.575388027,0.153037383,0.335,0.497,0.376653307,0.088345865,0.001366667,0.0125,0.007464789,0,0.016064257,0.03264,0.0531125,0.025588235,0.010357143,0.01775552,0.072321191,0.010598706,0.135021097,0.00756,0.033512488,0.025949063,0.138666667,milk chocolate,3.6,106
307,candies milk chocolate coated raisins,0.432372506,0.047897196,0.148,0.684,0.623446894,0.058270677,0.000966667,0.00925,0.005211268,8.33E-05,0.001941098,0.00448,0.005,0.023676471,0.0075,0.014682449,0.049587876,0.013834951,0.063291139,0.002864,0.022605122,0.012493993,0.066666667,milk chocolate,3.6,71
308,candies mounds candy bar,0.538802661,0.053738318,0.266,0.5859,0.462825651,0.069548872,0,0.01125,0,0.000166667,0.001271754,0.00384,0.0034625,0.008529412,0.004375,0.003585249,0.053177346,0.016909385,0.077355837,0.007584,0.014385077,0.031715521,0.058666667,dark chocolate,2.673333333,106
309,candies nestle,0.506853457,0.06153356,0.2046,0.685490909,0.519611951,0.046992481,0.000115152,0.004181818,0.000896287,0.000151515,0.004192528,0.006749091,0.010397727,0.0075,0.004699675,0.010600542,0.016956322,0.005538394,0.033627413,0.001936727,0.008593683,0.010222358,0.027248485,hazelnut,1.0674,71
310,candies nougat,0.441241685,0.038901869,0.0167,0.9239,0.450601202,0.062030075,0,0.0025,0.000140845,0.000125,0.01854083,0.0032,0.005975,0.021764706,0.001160714,0.005463237,0.017814411,0.004773463,0.045007032,0.002432,0.008694278,0.012493993,0.0224,dark chocolate,2.673333333,92
311,candies peanut bar,0.578713969,0.181074766,0.337,0.474,0.423046092,0.077067669,0,0.019125,0,0,0.027443106,0.048,0.099025,0.020588235,0.008928571,0.01331664,0.102898165,0.007847896,0.154711674,0.009944,0.048687954,0.022585296,0.210133333,peanut,0.885333333,106
312,candies peanut brittle,0.538802661,0.088434579,0.1898,0.7124,0.514328657,0.046992481,0.0013,0.009875,0.000140845,0,0.017135207,0.02944,0.033075,0.006470588,0.011964286,0.004609606,0.033767615,0.00987055,0.05907173,0.004744,0.016756244,0.012493993,0.0464,peanut,0.885333333,71
313,candies praline,0.537694013,0.038551402,0.259,0.5959,0.559018036,0.065789474,3.33E-05,0.009625,0,0.000125,0.00334672,0.00384,0.0051875,0.007794118,0.018125,0.007341225,0.065674023,0.010436893,0.068917018,0.013456,0.016440089,0.008649688,0.089066667,dark chocolate,2.673333333,71
314,candies rolo caramels in milk chocolate,0.525498891,0.059345794,0.2093,0.6795,0.640581162,0.016917293,0.001133333,0,0.004647887,0.000375,0.007362784,0,0.0005,0.017647059,0.001785714,0.024755293,0,0.003398058,0,0,0.011223522,0,0,milk chocolate,3.6,71
315,candies semisweet chocolate,0.530487805,0.049065421,0.2985,0.6365,0.273046092,0.110902256,5.00E-05,0.0053125,0,0,0.000870147,0.00512,0.0053375,0.013235294,0.004910714,0.005463237,0.093060356,0.025323625,0.161744023,0.0064,0.020866266,0.017779914,0.0864,chocolate,6.6,76
316,candies sesame crunch,0.572062084,0.135514019,0.333,0.503,0.312324649,0.144736842,0,0.061375,0,0,0.00107095,0.03264,0.0462875,0.023382353,0.039642857,0.109094013,0.126296198,0.034546926,0.35302391,0.012872,0.065128043,0.019221528,0.200533333,pomegranate,1.165384615,106
317,candies skor toffee bar,0.593126386,0.036565421,0.3218,0.6172,0.6001002,0.02443609,0,0,0,0.000208333,0,0,0.001625,0.014705882,0.001785714,0,0.005317735,0.00461165,0.014064698,0,0.009642744,0,0.009066667,chocolate,6.6,71
318,candies soft fruit and nut squares,0.432372506,0.026985981,0.0952,0.7381,0.460420842,0.045112782,0,0.01025,0,8.33E-05,0.000669344,0.00704,0.002225,0.005735294,0.004196429,0.002902345,0.04028184,0.007524272,0.035161744,0.004312,0.0085362,0.006727535,0.028266667,cashew nut,1.556281515,92
319,candies special dark chocolate bar,0.616407982,0.064719626,0.324,0.6049,0.476553106,0.122180451,0,0,0,0,0,0,0,0.001470588,0,0.005121785,0.002658867,0.01723301,0.043600563,0,0.008061966,0.001441615,0.000533333,dark chocolate,2.673333333,106
320,candies sugar coated almonds,0.525498891,0.11682243,0.1793,0.6826,0.626252505,0.046992481,0,0.0075,0,0,0.082730924,0.0096,0.0125,0.039705882,0.004464286,0.017072616,0.077904813,0.015372168,0.192686357,0.008968,0.026240911,0.008169149,0.0832,cane sugar,0.66633,71
321,candies sweet chocolate,0.562084257,0.045560748,0.342,0.604,0.515831663,0.103383459,0,0.005375,0,0,0.001740295,0.00192,0.008375,0.035294118,0.001785714,0.004097428,0.076309492,0.022330097,0.158931083,0.003952,0.023237433,0.01345507,0.08,chocolate,6.6,106
322,candies sweet chocolate coated fondant,0.405764967,0.025700935,0.093,0.804,0.715631263,0.039473684,0,0.00125,0,0,0.000870147,0.00192,0.0071875,0.008529412,0.002321429,0.002902345,0.057165647,0.012621359,0.088607595,0.0032,0.015017389,0.007688611,0.024,chocolate,6.6,52
323,candies taffy,0.440133038,0.000350467,0.0333,0.9156,0.686172345,0,0.0009,0,0.000140845,0,0.00060241,0,2.50E-05,0.001764706,0.0025,0.001365809,0,8.09E-05,0,0,0.000158078,0.003363767,0.0112,dark chocolate,2.673333333,52
324,candies toffee,0.620842572,0.0125,0.3275,0.6472,0.635971944,0,0.010633333,0.001125,0.001549296,8.33E-05,0.006291834,0.00128,0.0003625,0.01,0.000714286,0.005804689,0.00039883,0.000242718,0.005625879,1.60E-05,0.005058489,0.003844306,0.0064,chocolate,6.6,71
325,candies tootsie roll,0.429046563,0.018574766,0.0331,0.8773,0.564328657,0.001879699,0,0.00125,0,0,0.004350736,0.00704,0.002625,0.010294118,0.005,0.006146142,0.017282638,0.006472492,0.030942335,0.000376,0.009010433,0.01057184,0.021333333,walnut,1.748666667,92
326,candies truffles,0.5654102,0.072546729,0.3376,0.4488,0.383867735,0.046992481,0.0048,0.004,0.006901408,4.17E-05,0.012182062,0.00576,0.0037375,0.036764706,0.007767857,0.026804006,0.048657272,0.014158576,0.067510549,0.002808,0.027031299,0.016338299,0.082666667,dark chocolate,2.673333333,106
327,candies white chocolate,0.597560976,0.068574766,0.3209,0.5924,0.591182365,0.003759398,0.0003,0.007,0.007887324,0.000208333,0.006425703,0.00448,0.0093125,0.041470588,0.005625,0.033974505,0.007976602,0.001941748,0.016877637,6.40E-05,0.027821688,0.021624219,0.039466667,chocolate,6.6,71
328,candies york bites,0.436807095,0.020794393,0.0732,0.8164,0.751503006,0.037593985,0,0,0,0,0,0,0,0,0,0.001707262,0,0.007605178,0.00140647,0,0.000474233,0,0.000533333,simple cookies,1.496333333,52
329,candies york peppermint pattie,0.425720621,0.025584112,0.0717,0.8099,0.639078156,0.037593985,0,0,0,0,0,0,0,0,0,0.001877988,0,0.007443366,0,0,0,0,0,hazelnut,1.0674,9
330,capers canned,0.025498891,0.027570093,0.0086,0.0489,0.004108216,0.060150376,0.000233333,0.002875,0,0.001791667,0.005890228,0.01472,0.00815,0.020441176,0.001607143,0.006829046,0.049720819,0.013511327,0.046413502,0.000624,0.001580778,0.005766458,0.017066667,carrots canned,1.6,108
331,carambola starfruit,0.034368071,0.012149533,0.0033,0.0673,0.03987976,0.052631579,0.0001,0.002125,0,0.014333333,0.001004016,0.00768,0.0045875,0.002352941,0.00125,0.000512178,0.018213241,0.000647249,0.014064698,0.000296,0.001896933,0.002883229,0.0064,cuttlefish,5.05,118
332,carbonated beverage chocolate flavored soda,0.046563193,0,0,0.107,0.107214429,0,0,0,0,0,0,0,0,0,0,0.000682905,0.001728264,0.000809061,0.00140647,0.000288,0.000158078,0.000480538,0.008533333,milk chocolate,3.6,97
333,carbonated beverage club soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853631,0.00079766,8.09E-05,0.00140647,8.00E-06,0,0,0.005333333,wheat plain flour,0.612069375,1
334,carbonated beverage cola,0.043976349,0.000272586,6.67E-05,0.1024,0.101202405,0,0,0,0,0,0,0,0,0,0,0.000341452,4.43E-05,0.000404531,0,5.33E-06,0.001686163,0.000480538,0.000711111,strawberry juice,2.68,97
335,carbonated beverage cream soda,0.05654102,0,0,0.133,0.133266533,0,0,0,0,0,0,0,0,0,0,0.000853631,0.001063547,0.000404531,0.00140647,0.000104,0,0,0.003733333,hazelnut cream,2.71,93
336,carbonated beverage ginger ale,0.037694013,0,0,0.0877,0.087174349,0,0,0,0,0,0,0,0,0,0,0.000512178,0.002392981,0.001456311,0.00140647,0.000104,0,0.000480538,0.002666667,ginger,0.88,53
337,carbonated beverage grape soda,0.04767184,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0.000512178,0.002924754,0.000647249,0.00140647,0.000104,0,0,0.003733333,orange juice,0.623756532,63
338,carbonated beverage lemon lime soda,0.045454545,0.001051402,0,0.1042,0.104008016,0,0,0,0,0,0,0,0.0001875,0,0,0.000341452,0,0.000161812,0.00140647,0,0,0,0.000533333,lime,0.22,97
339,carbonated beverage low calorie,0.000554324,0.000837227,5.00E-05,0.001016667,0,0,0,0,0,0,0,0,0,0.001127451,0.00014881,0.000625996,0.002038465,0.000364078,0.001172058,0.000222667,0.000790389,0.000160179,0.000888889,rice milk,0.797533333,1
340,carbonated beverage orange,0.053215078,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0.000853631,0.00199415,0.000485437,0.00140647,0.000104,0.000158078,0,0.005333333,orange,0.354612903,63
341,carbonated beverage pepper type,0.045454545,0,0.001,0.104,0,0,0,0,0,0,0,0,0,0,0,0.000512178,0.00079766,0.000323625,0,0.00028,0.001738856,0.000480538,0.002133333,pepper,4.6,63
342,carbonated beverage reduced sugar,0.022172949,0,0,0.0516,0.051703407,0,0,0,0,0,0,0,0,0,0,0.000341452,0,0.000161812,0,0,0.001738856,0.000480538,0.000533333,cane sugar,0.66633,121
343,carbonated beverage root beer,0.045454545,0,0,0.106,0.106212425,0,0,0,0,0,0,0,0,0,0,0.000853631,0.000930604,0.000404531,0.00140647,0.000104,0,0.000480538,0.003733333,beer in glass,1.033266667,97
344,carbonated beverage sprite,0.044345898,0.000584112,0.0002,0.1014,0.08997996,0,0,0,0,0,0,0,0.0001875,0,0,0.000341452,0.000132943,0.000889968,0.00140647,1.60E-05,0,0,0.002133333,beer in glass,1.033266667,53
